"Gene","ATF5"
"ERO1A",0
"ERO1B",0
"ERO1L",0
"ERO1LB",-0.3538
"ERO1LB",-0.1704
"ERP27",0
"ERP29",0
"ERP44",0
"ERRB2",0
"ERRFI1",0.0182
"ERRG2",0
"ERV3-1",0
"ERVFRD-1",0
"ERVH-6",0
"ERVK-6",0
"ERVMER34-1",0
"ERVV-1",0
"ERVV-2",0
"ERVW-1",0
"ESAM",0
"ESCO1",0
"ESCO2",0.4096
"ESD",-0.3536
"ESE-1",0
"ESE-3",0
"ESF1",0.6248
"ESM1",0
"ESP13.2",0
"ESPL1",0.0597
"ESPL1",0.0251
"ESPN",0
"ESPNL",0
"ESR",0
"ESR1",0
"ESR2",-0.4566
"ESRG",0
"ESRP1",0
"ESRP2",0
"ESRRA",0
"ESRRB",-0.4294
"ESRRG",-0.6336
"EST-YD1",0
"estrogen receptor-related protein",0
"ESX1",-0.2365
"ESYT1",0
"ESYT2",0
"ESYT3",0
"ET",0
"ET(B)R-LP-2",0
"ETAA1",0
"ETAA16",0
"ETF1",0
"ETFA",1.2309
"ETFA",0.0431
"ETFB",0
"ETFBKMT",0
"ETFDH",0
"ETFRF1",0
"ETHE1",0
"ETL",0
"ETNK1",-0.3705
"ETNK1",-0.6035
"ETNK2",0
"ETNPPL",0
"ETS1",-0.1481
"ETS1",-0.4347
"ETS1",-0.6377
"ETS2",0.26
"ETS2",1.2422
"ETV1",-0.0227
"ETV1",0.0061
"ETV2",0
"ETV3",-0.7612
"ETV3L",0
"ETV4",0.156
"ETV5",-0.0252
"ETV6",-0.0848
"ETV6",0.0791
"ETV6-NTRK3 fusion",0
"ETV7",-0.0825
"EVA1",-0.8064
"EVA1",0.8273
"EVA1A",0
"EVA1B",0
"EVA1C",0
"EVC",-0.1775
"EVC",-0.1262
"EVC2",0
"Evi-1",0
"EVI1",-0.3097
"EVI1",0.1157
"EVI1",-0.3549
"EVI27",0
"EVI2A",0
"EVI2B",-0.2369
"EVI5",0
"EVI5L",-0.627
"EVL",0
"EVPL",-0.029
"EVPLL",0
"EVX1",-3.1964
"EVX2",0
"EWSR1",-1.9716
"EWSR1",-0.3036
"EWSZSG fusion",0
"EXD1",0
"EXD2",0
"EXD3",0
"EXO1",0.1578
"EXO5",0
"EXOC1",0
"EXOC2",0
"EXOC3L1",0
"EXOC3L2",0
"EXOC3L4",0
"EXOC4",-1.6389
"EXOC5",0
"EXOC6",-0.54
"EXOC6",-0.1653
"EXOC6B",0
"EXOC7",0
"EXOC8",-0.2247
"EXOC8",0.7811
"EXOG",0
"EXOSC1",0
"EXOSC10",-0.229
"EXOSC2",0
"EXOSC3",0
"EXOSC4",-0.2554
"EXOSC5",0.4008
"EXOSC6",-0.3679
"EXOSC7",0.1491
"EXOSC7",-0.7041
"EXOSC8",0
"EXOSC9",0.0704
"EXPH5",-0.2788
"EXT1",0.0219
"EXT1",-1.5834
"EXT2",0.084
"EXTL1",0
"EXTL2",-0.1518
"EXTL3",0
"EY892390",0
"EYA1",0.1295
"EYA1C",0
"EYA2",0.0222
"EYA3",-0.0891
"EYA4",0.523
"EYA4",0.1128
"EYS",0
"EZH1",-0.1421
"EZH2",0.0113
"EZR",0
"F004222",0
"F005050",0
"F007155",0
"F017995",0
"F022991",0
"F026402",0
"F029778",0
"F034956",0
"F035625",0
"F037195",0
"F040105",0
"F052151",0
"F053356",0
"F055000",0
"F059252",0
"F059274",0
"F064243",0
"F064491",0
"F070588",0
"F070618",0
"F072468",0
"F074264",0
"F074382",0
"F077954",0
"F083105",0
"F10",0
"F101434",0
"F11",0
"F11R",-0.1909
"F11R",-0.1208
"F12",0
"F13A1",0
"F13B",0
"F17127_1",0
"F2",0
"F2R",0.2258
"F2RL1",-0.5515
"F2RL2",0
"F2RL3",-0.2139
"F3",0.967
"F5",0
"F7",0
"F8",0
"F8A1",-0.219
"F8A2",0
"F9",0
"FA2H",0
"FAAH",0
"FAAH2",0
"FAAP100",0
"FAAP20",0
"FAAP24",0
"FABP1",0
"FABP12",0
"FABP2",0
"FABP3",-0.2565
"FABP4",0.1281
"FABP5",0.1505
"FABP5P1",0
"FABP5P3",0
"FABP5P7",0
"FABP6",0
"FABP7",0
"FABP9",0
"FACL1",0
"FACL5",0
"FACTP140",0
"FADD",0
"FADS1",-1.0007
"FADS1",-0.6718
"FADS2",0
"FADS3",0
"FAF1",-0.1619
"FAF2",0
"FAH",1.0621
"FAHD1",0
"FAHD2A",0
"FAHD2B",0
"FAIM",0
"FAIM2",0
"FALZ",0
"FAM100B",-0.2011
"FAM101A",0.6182
"FAM101A",0.1104
"FAM101B",0.0583
"FAM101B",-0.4243
"FAM102A",0.6523
"FAM102B",0
"FAM103A1",0
"FAM104A",-3.0588
"FAM104A",0.0185
"FAM104B",0
"FAM105A",0
"FAM106A",0.0343
"FAM107A",-0.2395
"FAM107A",0.0563
"FAM107A",0.0719
"FAM107B",0
"FAM108B1",0
"FAM109A",0
"FAM109B",-0.1929
"FAM110A",0
"FAM110B",0
"FAM110C",-0.3036
"FAM110C",0.3268
"FAM110D",0
"FAM111A",-0.3469
"FAM111A",-0.098
"FAM111B",0.1823
"FAM113B",0.3504
"FAM114A1",-0.2981
"FAM114A1",-0.2572
"FAM114A2",0
"FAM115A",0
"FAM117A",0
"FAM117B",0
"FAM118A",-0.2744
"FAM118B",0
"FAM119A",0
"FAM119B",-0.3088
"FAM119B",0.0723
"FAM11B",-0.2657
"FAM120A",0
"FAM120AOS",0
"FAM120B",-0.3405
"FAM120B",-0.3055
"FAM120C",0
"FAM122A",0
"FAM122B",0
"FAM122C",0
"FAM123A",-0.0821
"FAM123B",0.2495
"FAM124A",0
"FAM124B",0
"FAM126A",0
"FAM126B",0
"FAM127A",-0.1826
"FAM127A",1.1872
"FAM127B",0
"FAM127C",0
"FAM128B",0
"FAM129A",0.1728
"FAM129B",0
"FAM131A",0
"FAM131B",0
"FAM131C",0
"FAM132A",0
"FAM133A",0
"FAM133B",0
"FAM134A",0
"FAM134B",0
"FAM134C",0
"FAM135A",0
"FAM135B",0
"FAM136A",0
"FAM136B",0
"FAM138A",0
"FAM13A",0
"FAM13B",0
"FAM13C",0
"FAM149A",0
"FAM149B1",0
"FAM14A",-0.0683
"FAM150A",0
"FAM150B",0
"FAM151A",0
"FAM151B",0
"FAM153A",0
"FAM153B",0
"FAM155A",0
"FAM155B",0
"FAM156A",0
"FAM156B",0
"FAM157A",0
"FAM157B",0
"FAM158A",0
"FAM159A",0
"FAM159B",0
"FAM160A1",0
"FAM160A2",0
"FAM160B1",0
"FAM160B2",0
"FAM161A",0
"FAM162A",0
"FAM162B",0
"FAM163A",0
"FAM163B",0
"FAM165B",0
"FAM166A",0
"FAM166B",0
"FAM167A",0
"FAM167A-AS1",0
"FAM167B",0
"FAM168A",0
"FAM168B",0
"FAM169A",0
"FAM169B",0
"FAM170A",0
"FAM170B",0
"FAM171A1",0
"FAM171A2",0
"FAM171B",0
"FAM172A",0
"FAM173A",0
"FAM173B",0
"FAM174A",0
"FAM174B",0
"FAM175A",0
"FAM175B",0
"FAM176A",0
"FAM176B",0
"FAM177A1",0
"FAM177B",0
"FAM178B",0
"FAM179A",0
"FAM179B",0
"FAM180A",0
"FAM181A",0
"FAM181B",0
"FAM183A",0
"FAM183BP",0
"FAM184A",0
"FAM184B",0
"FAM185A",0
"FAM186A",0
"FAM186B",0
"FAM187B",0
"FAM188A",0
"FAM188B",0
"FAM189A1",0
"FAM189A2",0
"FAM189B",0
"FAM192A",0
"FAM193A",0
"FAM196A",0
"FAM196B",0
"FAM198A",0
"FAM198B",0
"FAM199X",0
"FAM19A1",0
"FAM19A2",0
"FAM19A3",0
"FAM19A4",0
"FAM19A5",0
"FAM200A",0
"FAM200B",0
"FAM204A",0
"FAM205A",0
"FAM205BP",0
"FAM205C",0
"FAM206A",0
"FAM207A",0
"FAM208B",0
"FAM209A",0
"FAM209B",0
"FAM20A",0
"FAM20B",0
"FAM20C",0
"FAM210A",0
"FAM210B",0
"FAM212B",0
"FAM213A",0
"FAM214A",0
"FAM214B",0
"FAM216A",0
"FAM216B",0
"FAM217A",0
"FAM217B",0
"FAM218A",0
"FAM219A",0
"FAM219B",0
"FAM21A",0
"FAM21C",0
"FAM220A",0
"FAM221A",0
"FAM221B",0
"FAM222A",0
"FAM222B",0
"FAM223A",0
"FAM223B",0
"FAM226B",0
"FAM227A",0
"FAM227B",0
"FAM228A",0
"FAM229A",0
"FAM229B",0
"FAM22A",0
"FAM234A",0
"FAM234B",0
"FAM24A",0
"FAM24B",0
"FAM25A",0
"FAM25BP",0
"FAM25C",0
"FAM25G",0
"FAM26D",0
"FAM26E",0
"FAM26F",0
"FAM27C",0
"FAM27E3",0
"FAM32A",0.0617
"FAM35A",-0.2574
"FAM35A",-0.1258
"FAM3A",0
"FAM3B",0
"FAM3C",0.3903
"FAM3C",-0.5555
"FAM3C",-1.4353
"FAM3D",0
"FAM40B",-0.3014
"FAM43A",0
"FAM43B",2.7854
"FAM43B",0.029
"FAM45A",0
"FAM45B",0
"FAM46A",0.5653
"FAM46B",-1.1036
"FAM46C",0
"FAM46D",0
"FAM47A",0
"FAM47B",0
"FAM47C",0
"FAM47DP",0
"FAM47E",0
"FAM48A",-0.4835
"FAM49A",-0.0895
"FAM49B",-0.2328
"FAM50A",0
"FAM50B",0
"FAM53A",0
"FAM53B",-1.2713
"FAM53B",-0.4336
"FAM53C",0
"FAM54A",1.1522
"FAM57A",1.1084
"FAM57B",0
"FAM58A",0
"FAM59A",0.0558
"FAM59A",0.2505
"FAM5C",0
"FAM60A",0.075
"FAM60A",-1.0494
"FAM63A",-0.1563
"FAM63A",-0.4569
"FAM63A",0.328
"FAM63B",0
"FAM64A",-0.886
"FAM65A",0
"FAM65B",0
"FAM65C",0
"FAM69A",0
"FAM69B",0.1059
"FAM69C",0
"FAM71A",0
"FAM71B",0
"FAM71C",0
"FAM71D",0
"FAM71E1",0
"FAM71E2",0
"FAM71F1",0
"FAM71F2",0
"FAM72A",0
"FAM72B",0
"FAM72D",0
"FAM73B",0
"FAM74A1",0
"FAM74A3",0
"FAM76A",0
"FAM76B",0
"FAM78A",0
"FAM78B",0
"FAM79A",-1.2448
"FAM79B",0.9662
"FAM80B",0.3856
"FAM81A",0
"FAM83A",-0.5806
"FAM83A",-0.6976
"FAM83A-AS1",0
"FAM83B",0
"FAM83C",0
"FAM83D",-0.2692
"FAM83E",0
"FAM83F",0
"FAM83G",0
"FAM83H",-0.0236
"FAM83H",-0.01
"FAM84A",4.6093
"FAM84A",-0.5626
"FAM84B",-1.2374
"FAM86B1",0
"FAM86B2",0
"FAM86B3P",0
"FAM86C",0
"FAM86C1",0
"FAM87A",0
"FAM89A",0
"FAM89B",0.109
"FAM8A1",-0.1068
"FAM8A1",-0.1112
"FAM90A1",0
"FAM90A10P",0
"FAM90A20P",0
"FAM91A1",0
"FAM92A1",0
"FAM92B",0
"FAM95B1",0
"FAM96A",0
"FAM96B",0
"FAM98A",0.7242
"FAM98A",2.7211
"FAM98B",0
"FAM98C",0
"FAM9A",0
"FAM9B",-0.0046
"FAM9C",0
"FAN1",0
"FANCA",0.9068
"FANCB",0
"FANCC",0.3913
"FANCD2",0.1372
"FANCD2",1.874
"FANCD2OS",0
"FANCE",-0.5461
"FANCF",0
"FANCG",-1.1251
"FANCI",0
"FANCL",-0.0554
"FANCM",0
"FANK1",0
"FAP",0
"FAP48",0
"FAR1",0
"FAR2",0
"FARP1",0
"FARP2",0
"FARS2",-0.1987
"FARSA",0
"FARSB",0
"FAS",-0.7172
"FASLG",0
"FASN",-0.5632
"FASTK",0
"FASTKD1",0
"FASTKD2",0
"FASTKD3",0
"FASTKD5",-0.0494
"FAT1",0
"FAT2",0
"FAT4",0
"FATE1",0
"FAXC",0
"FAXDC2",0
"FBF1",0
"FBI1",0
"FBI12",0
"FBL",0
"FBLIM1",-0.0691
"FBLIM1",-2.1893
"FBLIM1",0.1976
"FBLN1",0
"FBLN2",0
"FBLN5",0
"FBLN7",0
"FBN1",0
"FBN2",0
"FBN3",0
"FBP1",0
"FBP2",0
"FBP3",0
"FBRNP",0
"FBRS",0
"FBRSL1",0
"FBX4",0
"FBX6",0
"FBXL10",-0.3195
"FBXL10",-0.3653
"FBXL11",-1.2707
"FBXL12",0
"FBXL13",0
"FBXL14",0
"FBXL15",0
"FBXL16",0.1543
"FBXL17",0
"FBXL18",-0.1775
"FBXL19",0
"FBXL2",0
"FBXL20",-0.2257
"FBXL21",0
"FBXL3",3.3963
"FBXL4",-0.1082
"FBXL4",-0.2468
"FBXL5",0
"FBXL6",0
"FBXL7",0
"FBXL8",0
"FBXO10",0
"FBXO11",0
"FBXO15",0
"FBXO16",0.1339
"FBXO17",-0.0511
"FBXO18",0
"FBXO2",2.0154
"FBXO21",0.0296
"FBXO22",0.0964
"FBXO22",-0.5423
"FBXO24",0
"FBXO25",0
"FBXO27",0
"FBXO28",-0.1872
"FBXO28",-0.8136
"FBXO3",-0.94
"FBXO3",0.6233
"FBXO30",0
"FBXO31",0
"FBXO32",-0.4865
"FBXO33",0
"FBXO34",0
"FBXO36",-0.0853
"FBXO36",-0.0204
"FBXO38",0
"FBXO39",0
"FBXO4",0
"FBXO40",0
"FBXO41",0
"FBXO42",1.6971
"FBXO43",0
"FBXO44",-0.4075
"FBXO45",0
"FBXO46",0
"FBXO47",0
"FBXO48",0
"FBXO5",0.0185
"FBXO6",0
"FBXO7",0
"FBXO8",-0.7432
"FBXO9",0
"FBXW10",0.0308
"FBXW11",0
"FBXW12",0
"FBXW2",-0.388
"FBXW4",0
"FBXW5",0
"FBXW7",0
"FBXW8",0
"Fc-gammaRIIC",0
"FCAMR",0
"FCAR",0
"FCER1A",0
"FCER1G",0
"FCER2",0
"FCF1",0
"FCGBP",-0.1477
"FCGR1A",0
"FCGR1B",0
"FCGR2A",-0.3423
"FCGR2B",-0.7534
"FCGR2B",-0.1741
"FCGR3A",0
"FCGR3B",0
"FCGRT",0
"FCHO1",-0.0532
"FCHO2",0
"FCHSD1",0
"FCHSD2",0
"FCMR",0
"FCN1",0
"FCN2",0
"FCN3",0
"FCRL1",0
"FCRL2",0
"FCRL3",0.1239
"FCRL3",-0.2805
"FCRL4",-0.2123
"FCRL4",0.101
"FCRL4",-0.1514
"FCRL5",0
"FCRL6",0
"FCRLA",0
"FCRLB",0
"FCT3A",0
"FDCSP",0
"FDF03-M14",0
"FDFT1",0.0049
"FDPS",-0.0588
"FDPSL2A",-0.0208
"FDPSP2",0
"FDX1",0
"FDX1L",0
"FDXACB1",0
"FDXR",0
"FECH",0
"FELL",0
"FELS",0
"FEM1A",0
"FEM1B",0.6891
"FEM1C",-0.1395
"FEM1C",-0.0738
"FEN1",0
"FER",0
"FER1L3",0
"FER1L4",-0.3652
"FER1L5",0
"FER1L6",0
"FER1L6-AS1",0
"FER1L6-AS2",0
"FERD3L",-0.4753
"FERMT1",0
"FERMT2",0
"FERMT3",0
"FES",0.1972
"FETUB",0
"FEV",0.0387
"FEZ1",-1.0153
"FEZ1",-0.0219
"FEZ2",0.1068
"FEZ2",0.1266
"FEZF1",0
"FEZF2",0.1519
"FFAR1",0
"FFAR2",0
"FFAR3",0
"FFAR4",0
"FGA",0
"FGB",0
"FGD1",0
"FGD2",0
"FGD3",0
"FGD4",0
"FGD5",0
"FGD6",0
"FGF1",-0.5709
"FGF1",-0.4857
"FGF1",-0.7526
"FGF10",0.1245
"FGF11",0
"FGF12",0
"FGF12B",0
"FGF13",0.1327
"FGF14",0
"FGF16",0
"FGF17",0
"FGF18",0
"FGF19",-0.0559
"FGF19",-0.036
"FGF2",-0.206
"FGF20",0
"FGF21",0
"FGF22",0
"FGF23",-0.3672
"FGF3",0
"FGF4",0
"FGF5",-0.4998
"FGF5",0.1235
"FGF6",0
"FGF7",0
"FGF7P2",0
"FGF8",0
"FGF9",0
"FGFBP1",-0.0765
"FGFBP2",0
"FGFBP3",0
"FGFR1",0
"FGFR1OP",0
"FGFR1OP2",0
"FGFR2",0
"FGFR3",-0.2343
"FGFR3",-0.182
"FGFR4",0
"FGFR5",0
"FGFRL1",-0.0552
"FGFRL1",-0.0784
"FGG",0
"FGGY",0
"FGL1",0
"FGL2",-0.3102
"FGR",0
"FH",-0.0819
"FHAD1",0
"FHDC1",0
"FHFR",0
"FHIT",0
"FHL1",0
"FHL2",0.2025
"FHL3",0
"FHL5",0
"FHOD1",0
"FHOD3",-0.938
"FHOS",0
"FHR-4",0
"FHR5",0
"FIBCD1",0
"FIBIN",0
"FIBP",-0.2344
"FIBP",-4.5567
"FICD",0
"FIG4",0
"FIGF",-0.06
"FIGLA",0
"FIGN",0
"FIGNL1",0.0057
"FIGNL1",0.702
"FIGNL2",0
"FIL1",0
"FIL1(EPSILON)",0
"FIL1(ZETA)",0
"FILIP1",0
"FILIP1L",-2.6291
"FIP1L1",-0.0362
"FIP1L1",-0.3559
"FIR",0
"FIS1",0
"FIST3",0
"FITM1",0
"FITM2",0
"FIZ1",0.0893
"FIZZ3",0
"FJH1",0
"FJX1",-0.6102
"FKBP10",0
"FKBP11",0
"FKBP14",0
"FKBP15",0
"FKBP1A",0
"FKBP1B",-1.0159
"FKBP2",0
"FKBP25",0
"FKBP3",0.1047
"FKBP4",0
"FKBP5",0.8165
"FKBP5",0.7119
"FKBP6",0
"FKBP7",0
"FKBP8",0
"FKBP9",0
"FKBP9P1",0
"FKBPL",0
"FKHRL1P2",0
"FKRP",0
"FKSG1",0
"FKSG12",0
"FKSG13",0
"FKSG17",0
"FKSG18",0
"FKSG2",0
"FKSG22",0
"FKSG28",0
"FKSG29",0
"FKSG30",0
"FKSG31",0
"FKSG32",0
"FKSG35",0
"FKSG37",0
"FKSG39",0
"FKSG41",0
"FKSG42",0
"FKSG43",0
"FKSG44",0
"FKSG46",0
"FKSG47",0
"FKSG51",0
"FKSG55",0
"FKSG63",0
"FKSG65",0
"FKSG72",0
"FKSG73",0
"FKSG74",0
"FKSG75",0
"FKSG79",0
"FKSG80",0
"FKSG81",0
"FKSG82",0
"FKTN",0
"FLAD1",0
"FLB3342",0
"FLB6421",0
"FLC3A",0
"FLCN",0.1536
"FLG",0.5379
"FLG",1.0612
"FLG",-0.0077
"FLG-AS1",0
"FLG2",0
"FLI-1",0
"FLI1",-0.1156
"FLII",-0.0214
"FLJ00001",0
"FLJ00002",0
"FLJ00003",0
"FLJ00004",0
"FLJ00007",0
"FLJ00011",0
"FLJ00012",0
"FLJ00013",0
"FLJ00018",0
"FLJ00020",0
"FLJ00022",0
"FLJ00023",0
"FLJ00027",0
"FLJ00028",0
"FLJ00030",0
"FLJ00033",0
"FLJ00035",0
"FLJ00036",0
"FLJ00041",0
"FLJ00042",0
"FLJ00044",0
"FLJ00046",0
"FLJ00047",0
"FLJ00048",0
"FLJ00049",-0.0406
"FLJ00050",0
"FLJ00052",0
"FLJ00057",0
"FLJ00060",0
"FLJ00063",0
"FLJ00065",0
"FLJ00067",0
"FLJ00069",0
"FLJ00074",0
"FLJ00076",0
"FLJ00089",0
"FLJ00092",0
"FLJ00096",0
"FLJ00104",0
"FLJ00106",0
"FLJ00115",0
"FLJ10007",0
"FLJ10008",0
"FLJ10024",0
"FLJ10033",0
"FLJ10034",0
"FLJ10035",0
"FLJ10036",0
"FLJ10038",0.7323
"FLJ10040",0
"FLJ10043",0
"FLJ10044",0
"FLJ10052",0
"FLJ10057",0
"FLJ10058",0
"FLJ10060",0
"FLJ10063",0
"FLJ10074",0
"FLJ10079",0
"FLJ10081",0
"FLJ10083",0
"FLJ10094",0
"FLJ10099",0
"FLJ10101",0
"FLJ10103",0
"FLJ10110",0
"FLJ10111",0
"FLJ10116",0
"FLJ10120",0
"FLJ10134",0
"FLJ10139",0
"FLJ10141",0
"FLJ10142",0
"FLJ10143",0
"FLJ10147",0
"FLJ10154",0
"FLJ10157",0
"FLJ10159",-0.0445
"FLJ10178",0
"FLJ10188",0
"FLJ10191",0
"FLJ10193",0
"FLJ10199",0
"FLJ10201",0
"FLJ10204",0
"FLJ10206",0
"FLJ10209",0
"FLJ10210",0
"FLJ10211",0
"FLJ10213",0
"FLJ10217",0
"FLJ10232",0
"FLJ10233",0
"FLJ10241",0
"FLJ10242",0
"FLJ10244",0
"FLJ10246",0
"FLJ10251",0
"FLJ10252",0
"FLJ10254",0
"FLJ10260",0
"FLJ10261",0
"FLJ10276",0
"FLJ10283",0
"FLJ10287",0
"FLJ10290",0
"FLJ10292",0
"FLJ10297",0
"FLJ10298",0
"FLJ10300",0
"FLJ10305",0
"FLJ10307",0
"FLJ10308",0
"FLJ10312",0
"FLJ10314",0
"FLJ10315",0
"FLJ10316",0
"FLJ10320",0
"FLJ10326",0
"FLJ10330",0
"FLJ10335",0
"FLJ10339",0
"FLJ10346",0
"FLJ10349",0
"FLJ10350",0
"FLJ10351",0
"FLJ10352",0
"FLJ10355",0
"FLJ10357",0
"FLJ10359",0
"FLJ10369",0
"FLJ10375",0
"FLJ10376",0
"FLJ10377",0
"FLJ10379",0
"FLJ10381",0
"FLJ10385",0
"FLJ10388",0
"FLJ10390",0
"FLJ10392",0
"FLJ10402",0
"FLJ10404",0
"FLJ10407",0
"FLJ10408",0
"FLJ10415",0
"FLJ10420",0
"FLJ10422",0
"FLJ10430",0
"FLJ10439",0
"FLJ10450",0
"FLJ10460",0
"FLJ10461",0
"FLJ10462",0
"FLJ10466",0
"FLJ10469",0
"FLJ10470",0
"FLJ10474",0
"FLJ10477",0
"FLJ10479",0
"FLJ10482",0
"FLJ10483",0
"FLJ10486",0
"FLJ10488",0
"FLJ10490",0
"FLJ10493",0
"FLJ10494",0
"FLJ10496",0
"FLJ10498",0
"FLJ10504",0
"FLJ10508",0
"FLJ10509",0
"FLJ10511",0
"FLJ10517",0
"FLJ10525",0
"FLJ10534",0
"FLJ10535",0
"FLJ10539",0
"FLJ10540",0
"FLJ10545",0
"FLJ10546",0
"FLJ10547",0
"FLJ10548",0
"FLJ10560",0
"FLJ10563",0
"FLJ10565",0
"FLJ10567",0
"FLJ10572",0
"FLJ10578",0
"FLJ10579",0
"FLJ10581",0
"FLJ10582",0
"FLJ10583",0
"FLJ10587",0
"FLJ10595",0
"FLJ10597",0
"FLJ10600",0
"FLJ10601",0
"FLJ10604",0
"FLJ10619",0
"FLJ10620",0
"FLJ10624",0
"FLJ10628",0
"FLJ10631",0
"FLJ10633",0
"FLJ10634",0
"FLJ10640",0
"FLJ10645",0
"FLJ10647",0
"FLJ10648",0
"FLJ10650",0
"FLJ10652",0
"FLJ10656",0
"FLJ10659",0
"FLJ10661",0
"FLJ10665",0
"FLJ10667",0
"FLJ10669",0
"FLJ10671",0
"FLJ10675",0
"FLJ10687",0
"FLJ10688",0
"FLJ10697",0
"FLJ10700",0
"FLJ10701",0
"FLJ10702",0
"FLJ10704",0
"FLJ10706",0
"FLJ10709",0
"FLJ10713",0
"FLJ10715",0
"FLJ10716",0
"FLJ10718",0
"FLJ10724",0
"FLJ10726",0
"FLJ10727",0
"FLJ10734",0
"FLJ10738",0
"FLJ10743",0
"FLJ10747",0
"FLJ10748",0
"FLJ10751",0
"FLJ10759",0
"FLJ10761",0
"FLJ10767",0
"FLJ10769",0
"FLJ10770",0
"FLJ10773",0
"FLJ10774",0
"FLJ10775",0
"FLJ10781",0
"FLJ10782",0
"FLJ10783",0
"FLJ10786",0
"FLJ10803",0
"FLJ10805",0
"FLJ10808",0
"FLJ10811",0
"FLJ10813",0
"FLJ10815",0.7157
"FLJ10815",0
"FLJ10816",0
"FLJ10826",0
"FLJ10829",0
"FLJ10830",0
"FLJ10832",0
"FLJ10842",0
"FLJ10845",0
"FLJ10846",0
"FLJ10847",0
"FLJ10850",0
"FLJ10851",0
"FLJ10852",0
"FLJ10853",0
"FLJ10856",0
"FLJ10858",0
"FLJ10867",0
"FLJ10873",0
"FLJ10874",0
"FLJ10875",0
"FLJ10876",0
"FLJ10879",0
"FLJ10881",0
"FLJ10884",0
"FLJ10889",0
"FLJ10890",0
"FLJ10891",0
"FLJ10895",0
"FLJ10897",0
"FLJ10898",0
"FLJ10900",0
"FLJ10901",0
"FLJ10902",0
"FLJ10903",0
"FLJ10904",0
"FLJ10913",0
"FLJ10914",0
"FLJ10916",0
"FLJ10921",0
"FLJ10922",0
"FLJ10925",0
"FLJ10928",0
"FLJ10932",0
"FLJ10933",0
"FLJ10936",0
"FLJ10945",0
"FLJ10948",0
"FLJ10955",0
"FLJ10956",0
"FLJ10970",0
"FLJ10971",0
"FLJ10975",0
"FLJ10979",0
"FLJ10986",0
"FLJ10989",0
"FLJ10996",0
"FLJ10997",0
"FLJ10998",0
"FLJ11000",0
"FLJ11004",0
"FLJ11005",0
"FLJ11006",0
"FLJ11011",0
"FLJ11016",0
"FLJ11017",0
"FLJ11026",0
"FLJ11029",0
"FLJ11036",0
"FLJ11040",0
"FLJ11042",0
"FLJ11045",0
"FLJ11052",0
"FLJ11064",0
"FLJ11068",0
"FLJ11071",0
"FLJ11078",0
"FLJ11082",0
"FLJ11088",0
"FLJ11090",0
"FLJ11099",0
"FLJ11100",0
"FLJ11101",0
"FLJ11106",0
"FLJ11110",0
"FLJ11112",0
"FLJ11113",0
"FLJ11116",0
"FLJ11117",0
"FLJ11125",0
"FLJ11127",0
"FLJ11128",0
"FLJ11132",0
"FLJ11137",0
"FLJ11142",0
"FLJ11151",-0.4732
"FLJ11155",0
"FLJ11159",0
"FLJ11160",0
"FLJ11164",0
"FLJ11168",0
"FLJ11171",-0.092
"FLJ11171",-0.0954
"FLJ11175",0
"FLJ11181",0
"FLJ11183",0
"FLJ11184",0.0156
"FLJ11186",0
"FLJ11190",0
"FLJ11196",0
"FLJ11200",0
"FLJ11209",0
"FLJ11210",0
"FLJ11218",0
"FLJ11222",0
"FLJ11235",0
"FLJ11236",0.2026
"FLJ11240",0
"FLJ11259",0
"FLJ11264",0
"FLJ11267",0
"FLJ11269",0
"FLJ11271",0
"FLJ11273",0
"FLJ11274",0
"FLJ11275",0
"FLJ11278",0
"FLJ11286",0
"FLJ11287",0
"FLJ11292",0.1567
"FLJ11294",0
"FLJ11296",0
"FLJ11305",0
"FLJ11316",0
"FLJ11320",0
"FLJ11323",0
"FLJ11328",0
"FLJ11342",0
"FLJ11348",0
"FLJ11350",0
"FLJ11354",0
"FLJ11360",0
"FLJ11362",0
"FLJ11370",0
"FLJ11383",0
"FLJ11413",0
"FLJ11457",0
"FLJ11467",0
"FLJ11500",0
"FLJ11526",0
"FLJ11535",0
"FLJ11539",0
"FLJ11556",0
"FLJ11560",0
"FLJ11561",0
"FLJ11565",0
"FLJ11577",0
"FLJ11583",0
"FLJ11585",0
"FLJ11588",0
"FLJ11598",0
"FLJ11608",0
"FLJ11618",0
"FLJ11637",0
"FLJ11656",0
"FLJ11700",0
"FLJ11703",0
"FLJ11710",0
"FLJ11712",0
"FLJ11715",0
"FLJ11722",0
"FLJ11726",0
"FLJ11729",0
"FLJ11730",0
"FLJ11736",0
"FLJ11743",0
"FLJ11749",0
"FLJ11753",0
"FLJ11756",0
"FLJ11767",0
"FLJ11773",0
"FLJ11781",0
"FLJ11783",0.1822
"FLJ11785",0
"FLJ11786",0
"FLJ11790",0
"FLJ11795",0
"FLJ11798",0
"FLJ11800",0
"FLJ11807",0
"FLJ11808",0
"FLJ11827",0
"FLJ11830",0
"FLJ11838",0
"FLJ11848",0
"FLJ11850",0
"FLJ11856",0
"FLJ11871",0
"FLJ11896",0
"FLJ11937",0
"FLJ11939",0
"FLJ11996",0
"FLJ12015",0
"FLJ12057",0
"FLJ12076",0
"FLJ12078",0
"FLJ12085",0
"FLJ12089",0
"FLJ12116",0
"FLJ12118",0
"FLJ12121",0
"FLJ12122",0
"FLJ12132",0
"FLJ12150",0
